date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:28:07	732/732	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/svg/icon-sidebar-right.svg	G:/projects/opn_new_new/opn-play.web.app/assets/svg/icon-sidebar-right.svg	(from https://opn-play.web.app/)
05:28:08	932/932	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/svg/icon-book.svg	G:/projects/opn_new_new/opn-play.web.app/assets/svg/icon-book.svg	(from https://opn-play.web.app/)
05:28:09	537/537	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/svg/icon-document.svg	G:/projects/opn_new_new/opn-play.web.app/assets/svg/icon-document.svg	(from https://opn-play.web.app/)
05:28:09	6731/6731	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/team-logo.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/team-logo.png	(from https://opn-play.web.app/)
05:28:10	162/162	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/svg/icon-dot.svg	G:/projects/opn_new_new/opn-play.web.app/assets/svg/icon-dot.svg	(from https://opn-play.web.app/)
05:28:11	922/922	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/svg/icon-notification-bing.svg	G:/projects/opn_new_new/opn-play.web.app/assets/svg/icon-notification-bing.svg	(from https://opn-play.web.app/)
05:28:11	877/877	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/svg/icon-message-text.svg	G:/projects/opn_new_new/opn-play.web.app/assets/svg/icon-message-text.svg	(from https://opn-play.web.app/)
05:28:12	2215/2215	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/avatar-nick.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/avatar-nick.png	(from https://opn-play.web.app/)
05:28:12	2109/2109	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/avatar-jacob.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/avatar-jacob.png	(from https://opn-play.web.app/)
05:28:13	2030/2030	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/avatar-anthony.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/avatar-anthony.png	(from https://opn-play.web.app/)
05:28:14	2208/2208	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/avatar-matthew.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/avatar-matthew.png	(from https://opn-play.web.app/)
05:28:14	2987/2987	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/avatar-matthew-bigger.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/avatar-matthew-bigger.png	(from https://opn-play.web.app/)
05:28:15	2901/2901	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/avatar-jacob-bigger.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/avatar-jacob-bigger.png	(from https://opn-play.web.app/)
05:28:16	2772/2772	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/avatar-anthony-bigger.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/avatar-anthony-bigger.png	(from https://opn-play.web.app/)
05:28:17	379/379	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/svg/icon-arrow-cross.svg	G:/projects/opn_new_new/opn-play.web.app/assets/svg/icon-arrow-cross.svg	(from https://opn-play.web.app/)
05:28:18	1732660/1732660	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/bg_season.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/bg_season.png	(from https://opn-play.web.app/)
05:28:19	375861/375861	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/bg_mini_card.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/bg_mini_card.png	(from https://opn-play.web.app/)
05:28:20	277/277	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/svg/icon-close.svg	G:/projects/opn_new_new/opn-play.web.app/assets/svg/icon-close.svg	(from https://opn-play.web.app/)
05:28:21	364887/364887	---M-Z	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/bg_mini_card_1.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/bg_mini_card_1.png	(from https://opn-play.web.app/)
05:28:22	1541/1541	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/js/sidebar.js	G:/projects/opn_new_new/opn-play.web.app/assets/js/sidebar.js	(from https://opn-play.web.app/)
05:28:22	1197/1197	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/js/pie-apexchart.js	G:/projects/opn_new_new/opn-play.web.app/assets/js/pie-apexchart.js	(from https://opn-play.web.app/)
05:28:23	757/757	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/js/calendar.js	G:/projects/opn_new_new/opn-play.web.app/assets/js/calendar.js	(from https://opn-play.web.app/)
05:28:23	1390/1390	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/js/min-radial-warning-apexchart.js	G:/projects/opn_new_new/opn-play.web.app/assets/js/min-radial-warning-apexchart.js	(from https://opn-play.web.app/)
05:28:24	1103/1103	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/js/min-radial-success-apexchart.js	G:/projects/opn_new_new/opn-play.web.app/assets/js/min-radial-success-apexchart.js	(from https://opn-play.web.app/)
05:28:24	1444604/1444604	---M-Z	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/bg_mini_card_2.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/bg_mini_card_2.png	(from https://opn-play.web.app/)
05:28:24	1101/1101	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/js/min-radial-alert-apexchart.js	G:/projects/opn_new_new/opn-play.web.app/assets/js/min-radial-alert-apexchart.js	(from https://opn-play.web.app/)
05:28:27	134044/134044	---M--	200	added ('OK')	font/woff2	etag:W/%2220b9c-tEH8/5OeJPoJBqN7d4h4i5/du2g%22	https://cdn.jsdelivr.net/npm/bootstrap-icons/font/fonts/bootstrap-icons.woff2?e34853135f9e39acf64315236852cd5a	G:/projects/opn_new_new/cdn.jsdelivr.net/npm/bootstrap-icons/font/fonts/bootstrap-icons04d5.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons/font/bootstrap-icons.css)
05:28:29	14068/14068	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2236f4-8u04214dHKLrS3duWioS10I7E/U%22	https://cdn.jsdelivr.net/npm/summernote/dist/font/summernote.eot?	G:/projects/opn_new_new/cdn.jsdelivr.net/npm/summernote/dist/font/summernoted41d.eot	(from https://cdn.jsdelivr.net/npm/summernote/dist/summernote-bs5.css)
05:28:29	180288/180288	---M--	200	added ('OK')	font/woff	etag:W/%222c040-diAQx5tKBeETH8j7Oxrv8yTYAz8%22	https://cdn.jsdelivr.net/npm/bootstrap-icons/font/fonts/bootstrap-icons.woff?e34853135f9e39acf64315236852cd5a	G:/projects/opn_new_new/cdn.jsdelivr.net/npm/bootstrap-icons/font/fonts/bootstrap-icons04d5.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons/font/bootstrap-icons.css)
05:28:31	6932/6932	---M--	200	added ('OK')	font/woff2	etag:W/%221b14-XgdA8XC5isyCofhAHxxdD84N/C4%22	https://cdn.jsdelivr.net/npm/summernote/dist/font/summernote.woff2	G:/projects/opn_new_new/cdn.jsdelivr.net/npm/summernote/dist/font/summernote.woff2	(from https://cdn.jsdelivr.net/npm/summernote/dist/summernote-bs5.css)
05:28:32	8328/8328	---M--	200	added ('OK')	font/woff	etag:W/%222088-hicMoo2yMXHIAcaUMfjhvWVZN1g%22	https://cdn.jsdelivr.net/npm/summernote/dist/font/summernote.woff	G:/projects/opn_new_new/cdn.jsdelivr.net/npm/summernote/dist/font/summernote.woff	(from https://cdn.jsdelivr.net/npm/summernote/dist/summernote-bs5.css)
05:28:33	13892/13892	---MCZ	200	added ('OK')	font/ttf	etag:W/%223644-0EOMRucskKHyc//6ck6OOo1lkzU%22	https://cdn.jsdelivr.net/npm/summernote/dist/font/summernote.ttf	G:/projects/opn_new_new/cdn.jsdelivr.net/npm/summernote/dist/font/summernote.ttf	(from https://cdn.jsdelivr.net/npm/summernote/dist/summernote-bs5.css)
05:28:34	20772/20772	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/bg-avatar-card.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/bg-avatar-card.png	(from https://opn-play.web.app/assets/css/dashboard.css)
05:28:35	1904465/1904465	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/club-back.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/club-back.png	(from https://opn-play.web.app/assets/css/dashboard.css)
05:28:37	11825/11825	---MCZ	200	added ('OK')	text/css	etag:W/%222e31-n6rgf2v6FhKuTrVvoK4WnJtCtJQ%22	https://cdn.jsdelivr.net/npm/bootstrap-select@1.14.0-beta3/dist/css/bootstrap-select.min.css	G:/projects/opn_new_new/cdn.jsdelivr.net/npm/bootstrap-select@1.14.0-beta3/dist/css/bootstrap-select.min.css	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:37	379088/379088	---M-Z	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/stadium-bg.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/stadium-bg.png	(from https://opn-play.web.app/assets/css/dashboard.css)
05:28:40	11770/11770	---MCZ	200	added ('OK')	text/css	etag:W/%226878b426-2dfa%22	https://cdn.datatables.net/1.13.4/css/dataTables.bootstrap5.min.css	G:/projects/opn_new_new/cdn.datatables.net/1.13.4/css/dataTables.bootstrap5.min.css	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:41	4441/4441	---MCZ	200	added ('OK')	text/css	etag:W/%226878b436-1159%22	https://cdn.datatables.net/responsive/2.4.1/css/responsive.bootstrap5.min.css	G:/projects/opn_new_new/cdn.datatables.net/responsive/2.4.1/css/responsive.bootstrap5.min.css	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:42	2845/2845	---MCZ	200	added ('OK')	text/css	etag:W/%22b1d-A6lIGeNGcrYKP9ARP6NXKY9GUQs%22	https://cdn.jsdelivr.net/npm/bootstrap-wysiwyg@2.0.1/css/style.min.css	G:/projects/opn_new_new/cdn.jsdelivr.net/npm/bootstrap-wysiwyg@2.0.1/css/style.min.css	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:44	58378/58378	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e40a-cIbqcCwtxWdZHQVc8qJPIAHQxmY%22	https://cdn.jsdelivr.net/npm/bootstrap-select@1.14.0-beta3/dist/js/bootstrap-select.min.js	G:/projects/opn_new_new/cdn.jsdelivr.net/npm/bootstrap-select@1.14.0-beta3/dist/js/bootstrap-select.min.js	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:44	86839/86839	---MCZ	200	added ('OK')	text/javascript	etag:W/%2268655df0-15337%22	https://cdn.datatables.net/1.13.4/js/jquery.dataTables.min.js	G:/projects/opn_new_new/cdn.datatables.net/1.13.4/js/jquery.dataTables.min.js	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:44	1732660/1732660	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/assets/png/news-hero.png	G:/projects/opn_new_new/opn-play.web.app/assets/png/news-hero.png	(from https://opn-play.web.app/assets/css/dashboard.css)
05:28:45	2360/2360	---MCZ	200	added ('OK')	text/javascript	etag:W/%2268655df0-938%22	https://cdn.datatables.net/1.13.4/js/dataTables.bootstrap5.min.js	G:/projects/opn_new_new/cdn.datatables.net/1.13.4/js/dataTables.bootstrap5.min.js	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:45	14657/14657	---MCZ	200	added ('OK')	text/javascript	etag:W/%2268655dff-3941%22	https://cdn.datatables.net/responsive/2.4.1/js/dataTables.responsive.min.js	G:/projects/opn_new_new/cdn.datatables.net/responsive/2.4.1/js/dataTables.responsive.min.js	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:45	1427/1427	---MCZ	200	added ('OK')	text/javascript	etag:W/%2268655dff-593%22	https://cdn.datatables.net/responsive/2.4.1/js/responsive.bootstrap5.min.js	G:/projects/opn_new_new/cdn.datatables.net/responsive/2.4.1/js/responsive.bootstrap5.min.js	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:46	6256/6256	---MCZ	200	added ('OK')	application/javascript	etag:W/%221870-a39bTj013x9M28utjko2+jYaufg%22	https://cdn.jsdelivr.net/npm/bootstrap-wysiwyg@2.0.1/js/bootstrap-wysiwyg.min.js	G:/projects/opn_new_new/cdn.jsdelivr.net/npm/bootstrap-wysiwyg@2.0.1/js/bootstrap-wysiwyg.min.js	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:47	223919/223919	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/physical-performance-load.html	G:/projects/opn_new_new/opn-play.web.app/physical-performance-load.html	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:47	259000/259000	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/physical-performance-sc.html	G:/projects/opn_new_new/opn-play.web.app/physical-performance-sc.html	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:48	157471/157471	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/physical-performance-athletic.html	G:/projects/opn_new_new/opn-play.web.app/physical-performance-athletic.html	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:48	233010/233010	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/physical-performance-rehabilitation.html	G:/projects/opn_new_new/opn-play.web.app/physical-performance-rehabilitation.html	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:49	107608/107608	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/physical-performance-recovery.html	G:/projects/opn_new_new/opn-play.web.app/physical-performance-recovery.html	(from https://opn-play.web.app/physical-performance-dashboard.html)
05:28:50	57776/57776	---M-Z	200	added ('OK')	text/html	date:Sun,%2008%20Jun%202025%2020:17:47%20GMT	https://opn-play.web.app/physical-performance-settings.html	G:/projects/opn_new_new/opn-play.web.app/physical-performance-settings.html	(from https://opn-play.web.app/physical-performance-dashboard.html)
